stationName,Month,Monthly_Total_Rain
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-04-30,0.05494634062051773
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-05-31,1.130204677581787
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-06-30,0.43824729323387146
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-07-31,3.7715229988098145
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-08-31,1.574211597442627
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-09-30,2.6187407970428467
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-10-31,0.8973473310470581
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-11-30,0.0006999088218435645
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2021-12-31,0.15954124927520752
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-01-31,0.8331891298294067
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-02-28,0.5434514284133911
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-03-31,0.04246123880147934
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-04-30,0.035456202924251556
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-05-31,0.3560520112514496
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-06-30,0.9274753928184509
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-07-31,2.4587242603302
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-08-31,1.2021074295043945
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-09-30,2.1471729278564453
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-10-31,2.0019822120666504
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-11-30,0.0365481823682785
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2022-12-31,0.0014237287687137723
Delhi_East_Mayur Vihar_Chilla Saroda Pz,2023-01-31,0.36929115653038025
